"Id","Name","Short.description","Gender","Country","Occupation","Birth.year","Death.year","Manner.of.death","Age.of.death"
"Q61477145","Angelo Lodi","author (19th century)","Male","","Artist",1801,1900,"",99
"Q21664718","Hannath Marshall","Dean of Nassau","Male","","",1883,1962,"",79
"Q15993238","Sverre Magelssen","Norwegian priest","Male","Norway","Religious figure",1918,2013,"",95
"Q2848010","André Jouffrault","French politician","Male","France","Politician",1887,1975,"",88
"Q64734379","Francesco Angelo Pastrovich","roman-catholic bishop","Male","","Religious figure",1710,1783,"",73
"Q5417061","Everett Scott","American baseball player","Male","United States of America","Athlete",1892,1960,"",68
"Q56825265","Simão Gonçalves Toko","Angolan religious leader","","Portugal; Angola","",1918,1983,"",65
"Q5933674","John Tweedie","botanist (1775-1862)","Male","Argentina","Researcher",1775,1862,"",87
"Q3809519","John Oldham","American basketball player and coach, college athletics administrator","Male","United States of America","Athlete",1923,2020,"",97
"Q12301454","Anders Nordahl-Petersen","bibliotecariu danés (1871–1940)","Male","Denmark","Librarian",1871,1940,"",69
"Q3666331","Charles A. Anderson","American geologist, US Geological Survey","Male","United States of America","Researcher",1902,1990,"",88
"Q6201235","Jimmy Scarth","English footballer (1926-2000)","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Athlete",1926,2000,"",74
"Q19217449","Leo Eugen Pribyl","auteur","Male","","Author",1848,1897,"",49
"Q182266","Xiang Yu","Chinese military leader","Male","China","Politician",-232,-202,"suicide",30
"Q2749571","Bert Vermeeren","Dutch painter (1910-1967)","Male","Kingdom of the Netherlands","Artist",1910,1967,"",57
"Q4960550","Ella Lagerman","Swedish sculptress","Female","Sweden","",1889,1946,"",57
"Q4097406","Rosalie Bradford","Guiness World's heaviest woman","Female","United States of America","",1943,2006,"",63
"Q5367504","Else Schmitt","German Politician","Female","Germany","Interpreter",1921,1995,"",74
"Q4934225","Bob Troughton","Australian rules footballer","Male","Australia","Athlete",1904,1988,"",84
"Q42303959","Alfred May","vertaler","Male","","",1804,1878,"",74
"Q72278897","Miloš Wurm","český právník a legionář","Male","","",1892,1918,"",26
"Q15080562","Петряков, Алексей Николаевич","politicus","Male","","Politician",1910,1995,"",85
"Q16650366","Lars Solberg","","Male","","",1697,1767,"",70
"Q430002","Oreste Piccioni","physicist","Male","Italy; Kingdom of Italy","Researcher",1915,2002,"",87
"Q1732877","Karl Schnabel","German politician (1938-2017)","Male","Germany","Politician",1938,2017,"",79
"Q7781812","Theodore Hallett","Royal Navy admiral","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Naval officer",1878,1956,"",78
"Q5930455","Hugh Cross","actor (1925-1989)","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Artist",1925,1989,"",64
"Q55894204","Johann Friedrich Platzhoff","","Male","","",1777,1846,"",69
"Q16334864","Witold Łuczyński","polski specjalista w dziedzinie dziewiarstwa","Male","Poland","",1929,2013,"",84
"Q76975","Rudolf Höss","German war criminal, commandant of Auschwitz","Male","Germany","Politician",1900,1947,"capital punishment",47
"Q7031591","Niels Werring","Norwegian ship owner","Male","Norway","Businessperson",1897,1990,"",93
"Q6636952","Tokugawa Yoshitomo","Japanese diplomat","","Japan","Politician",1911,1992,"",81
"Q6779542","Mary FitzMaurice, 4th Countess of Orkney","British noble","Female","","Politician",1755,1831,"",76
"Q21466761","William Wright","British painter","Male","","Artist",1854,1944,"",90
"Q248781","Constantine IV","King of Armenia","Male","","Sovereign",1324,1373,"",49
"Q2372818","Rudi Bloemgarten","مقاوم هولندي","Male","Kingdom of the Netherlands","",1920,1943,"",23
"Q6132963","James Dunsford","Canadian politician","Male","Canada","Politician",1814,1883,"",69
"Q5163501","Constance Bache","British musician, teacher, writer","Female","United Kingdom of Great Britain and Ireland","Researcher",1846,1903,"",57
"Q5337421","Edgar Podmore","Footballer (1918-2000)","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Athlete",1918,2000,"",82
"Q28500635","Павел Степанович Суханов","","Male","","",1869,1918,"",49
"Q228024","John Smith","English soldier, explorer, writer (1580–1631)","Male","Kingdom of England","Artist",1580,1631,"",51
"Q267079","Larry Corcoran","American baseball player","Male","United States of America","Athlete",1859,1891,"natural causes",32
"Q5953300","Juan de Mata Carriazo y Arroquia","Spanish archaeologist (1899-1989)","Male","Spain","Researcher",1899,1989,"",90
"Q66317624","William Brown","Non-student///profession:Business; Political Office; Real Estate; Lawyer; Manufacturer/born:/died:","Male","","Politician",1804,1881,"",77
"Q18044832","Yuri Alexandrovich Chotchinsky","Soviet singer","Male","Soviet Union","Artist",1924,1948,"suicide",24
"Q5082898","Charles Theodore Barclay","English rower","Male","United Kingdom of Great Britain and Ireland","Rower",1867,1921,"",54
"Q984937","Carlos Reyles","Uruguayan writer (1868-1999)","Male","Uruguay","Artist",1868,1938,"",70
"Q15981147","Anatoly Gladyshev","Russian ice speedway rider","Male","Soviet Union","Athlete",1947,1984,"",37
"Q18123124","Peter Henry Francis Martin Geudens","Belgian Premonstratenian priest","Male","","Artist",1841,1913,"",72
"Q7937716","Vivian Potter","New Zealand politician","Male","New Zealand","Politician",1878,1968,"",90
"Q16073160","Harry Batstone","Canadian football player","Male","Canada","Athlete",1899,1972,"",73
"Q55675339","Friedrich Schwemer","theatermanager","Male","","",1818,1902,"",84
"Q51955091","Madeleine Chaumont","French mathematician","Female","France","Researcher",1896,1973,"",77
"Q21664579","John Mershon","orthodontist","Male","","Orthodontist",1867,1953,"",86
"Q20513542","Mary Tigranovie-Ter-Martirosyan","Armenian pianist","Female","Soviet Union; Russian Empire","Pianist",1882,1947,"",65
"Q4830293","Axel Helsted","painter (1847-1907)","Male","Denmark","Artist",1847,1907,"",60
"Q5220338","Danny Fargo","American professional wrestler","Male","United States of America","Professional wrestler",1959,2003,"natural causes",44
"Q401160","Ahmed Balafrej","Moroccan Prime Minister (1908-1990)","Male","Morocco","Politician",1908,1990,"",82
"Q15290411","Malcolm ""Mac"" Wallace","American conspiracy theorist","Male","United States of America","Businessperson",1921,1971,"accident",50
"Q1503367","Hans Pexa","Austrian politician (1919-1996)","Male","Austria","Politician",1919,1996,"",77
"Q5258987","Dennis Sullivan","English cricketer (1883-1968)","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Athlete",1883,1968,"",85
"Q18219635","Johannes Gast","Schweizer evangelischer Geistlicher","Male","Switzerland; Germany","Artist",1501,1552,"",51
"Q45833080","Otto Grigoleit","German politician","Male","","Politician",1893,1965,"",72
"Q19296052","Max Ernst Graf zu Solms-Rödelheim","German university teacher (1910-1993)","Male","Germany","Teacher",1910,1993,"",83
"Q4730651","Allan Grossman","Canadian politician","Male","Canada","Politician",1910,1991,"",81
"Q28599928","Allan Persson","schwedischer Maler und Zeichner","","Sweden","",1918,1987,"",69
"Q64138631","Pierre Laridan","Pierre Laridan; ; 15/09/1923 - 20/03/2013; (FRANCE)","Male","","",1923,2013,"",90
"Q16017524","John Petitbon","Player of American football (1931-2006)","Male","United States of America","Athlete",1931,2006,"",75
"Q50309070","Richard A. Kosnar","mineral dealer","Male","","",1946,2007,"",61
"Q3810197","Joseph Doll","German organist and teacher","Male","Germany","Teacher",1750,1774,"",24
"Q1678971","Jakob Daniel Tepser","Austrian politician (1653-1711), Mayor of Vienna","Male","Austria","Politician",1653,1711,"",58
"Q1789888","Cícero Romão Batista","Brazilian saint (1844-1934)","Male","Brazil","Politician",1844,1934,"",90
"Q87461","Johann Albrecht Adelgrief","Alleged German prophet","Male","Germany","Artist",1600,1636,"capital punishment",36
"Q13409548","Matthew Beovich","Australian archbishop","Male","","Religious figure",1896,1981,"",85
"Q23022402","Fernando Sáinz Ruiz","Spanish director general of primary education","Male","Spain","",1891,1957,"",66
"Q1237940","Charles Le Roux","French painter (1814-1895)","Male","France","Artist",1814,1895,"",81
"Q1349996","Karl Heinrich Wilhelm Finke","German physicist and astronomer","Male","Germany","Researcher",1884,1950,"",66
"Q561047","Peter Winter","German opera composer","Male","Germany","Artist",1754,1825,"",71
"Q9382224","Władysław Potocki","Polish fighter pilot and officer","Male","Poland","Military personnel",1919,1996,"",77
"Q2844654","Amédée Geoffrion","Canadian politician","Male","Canada","Politician",1867,1935,"",68
"Q2650370","Alois Neuman","Czechoslovak member of Czechoslovak national parliament, minister of post offices, minister of justice of the CR and Czechoslovak politician","Male","Czech Republic","Politician",1901,1977,"",76
"Q42294408","Geertruida Maria Petronella Aalbersberg","Dutch translator","","","Translator",1871,1919,"",48
"Q26270030","Marcel Bebey Eyidi","dokter asal Kamerun","Male","Cameroon","Politician",1914,1966,"",52
"Q64006162","Walter A. Johnson","American football and basketball coach","Male","","Athlete",1895,1958,"",63
"Q3769482","Giulio Andreoli","Italian mathematician","","Italy; Kingdom of Italy","Researcher",1892,1969,"",77
"Q55898630","Johann Andreas Gleichmann","","Male","","",1775,1842,"",67
"Q26769745","賴仁聲","","","","",1898,1970,"",72
"Q6245893","John M. Mugar","American businessman","Male","","Businessperson",1914,2007,"",93
"Q1689816","Jiří Petr","University Professor and Emeritus Chancellor","Male","Czechoslovakia","Teacher",1931,2014,"",83
"Q11385051","Shōichi Sano","Japanese architect","Male","Japan","Architect",1921,2014,"",93
"Q764212","August Söderman","Swedish composer","Male","Sweden","Artist",1832,1876,"",44
"Q1465417","Richard Wengenmeier","German politician (1928-2002)","Male","Germany","Politician",1928,2002,"",74
"Q2268730","Selucius Garfielde","American politician","Male","United States of America","Politician",1822,1881,"",59
"Q18534136","Christopher Mickleton","lawyer","Male","","Lawyer",1612,1669,"",57
"Q55418338","Isaac Richardson Vialou","New Zealand local politician","Male","","Politician",1816,1884,"",68
"Q21537588","Robert Wilson Macaulay","(1882-1951) Presbyterian clergyman","Male","","",1882,1951,"",69
"Q3087119","Frederick Ingersoll","American businessman","Male","United States of America","Businessperson",1876,1927,"suicide",51
"Q4235218","Yegor Chekryakovsky","Russian saint","Male","","Religious figure",1855,1928,"",73
"Q468351","Axel Fredrik Cronstedt","Swedish mineralogist and chemist","Male","Sweden","Researcher",1722,1765,"",43
"Q2508397","Valentin Oeckler","German sculptor","Male","Germany","Artist",1854,1940,"",86
"Q9354612","Tadeusz Mikulski","polnischer Bibliothekar","","Poland","Librarian",1909,1958,"",49
"Q18346460","Alfred Bürgin","Swiss professor (1927-2014)","Male","Switzerland","Researcher",1927,2014,"",87
"Q18626637","Joseph von Giovanelli zu Gerstburg und Hörtenberg","Tiroler Freiheitskämpfer und Politiker.","Male","Austrian Empire","",1784,1845,"",61
"Q11886980","Pauli Huhtala","finnischer Sachbuchautor","","Finland","",1903,1967,"",64
"Q1449909","Franz von Hartmann","German jurist and judge (1808-1895)","Male","Austria; Germany","Judge",1808,1895,"",87
"Q9394485","Lucia Kim Nusia","korean martyr, catholic saint","","","",1818,1839,"capital punishment",21
"Q16857652","William Grimaldi","British artist","Male","United Kingdom of Great Britain and Ireland","Artist",1751,1830,"",79
"Q1295207","Edzard zu Innhausen und Knyphausen","politician (1827-1908)","","","Politician",1827,1908,"",81
"Q7916642","Vasile Stroiescu","Moldovan politician","Male","Moldova","Politician",1845,1926,"",81
"Q28873427","Elise Sandes","founder of a welfare movement for soldiers","Female","","Military personnel",1851,1934,"",83
"Q7966398","Walter Weyl","American political writer","Male","United States of America","Businessperson",1873,1919,"",46
"Q3181575","John Gerard","English priest","Male","","Religious figure",1564,1637,"",73
"Q17209761","Yukio Fukazawa","Japanese printmaker","Male","Japan","",1924,2017,"",93
"Q16023266","Patrick McGuigan","Famous boxer","Male","United States of America","Athlete",1868,1938,"",70
"Q11496352","Тогава, Ясухиро","","Male","","",1737,1755,"",18
"Q6145205","James Watson Kernohan","American pathologist","Male","United States of America","Pathologist",1896,1981,"",85
"Q6783550","Mason Cooley","American academic","Male","","Aphorist",1927,2002,"",75
"Q1714498","Justus Cronenbold","German politician (1897-1977)","Male","Germany","Politician",1897,1977,"",80
"Q4888362","Benjamin C. Dawkins, Sr.","United States federal judge","Male","United States of America","Judge",1881,1966,"",85
"Q7344686","Robert Garvey","American writer","Male","United States of America","Artist",1908,1983,"",75
"Q18911936","John M. Harty","Irish priest, Archibishop of Cashel, Ireland","Male","Ireland; United Kingdom of Great Britain and Ireland","Artist",1867,1946,"",79
"Q20644253","Ernesto Estrada","Filipino basketball player","Male","Philippines","Athlete",1949,2015,"",66
"Q764676","August Wilhelm Wedeking","German photographer","Male","Germany","Artist",1807,1875,"",68
"Q12319423","Jens Paludan-Müller","dansk historiker","Male","Denmark","Researcher",1836,1864,"",28
"Q2972146","Nakae Chōmin","Japanese politician","Male","Japan","Politician",1847,1901,"natural causes",54
"Q4565881","Ballington Booth","American activist","Male","United States of America","Artist",1857,1940,"",83
"Q10303376","Inácio da Cunha Galvão","Brazilian politician","","Brazil","Politician",1821,1906,"",85
"Q63160792","William Edward Newham","William Edward Newham (1857-1898) 1898 Obituary &amp;#91;1&amp;#93;","Male","","",1857,1898,"",41
"Q56661179","François Le Signor","Frans drukker (1939-2013)","Male","France","",1939,2013,"",74
"Q12310497","Ernst Christiansen","Danish politician (1891-1974)","Male","Denmark","Politician",1891,1974,"",83
"Q465426","Elisabeth of Meissen","Wife of Frederick V, Burgrave of Nuremberg","Female","","Aristocrat",1329,1375,"",46
"Q3098511","Gary Allan Polis","American arachnologist","Male","United States of America","Ecologist; arachnologist",1946,2000,"",54
"Q12596895","박영종","","","South Korea","Politician",1917,1959,"",42
"Q26678420","Hedvig Carlsson","Swedish painter","Female","Sweden","Artist",1869,1955,"",86
"Q54239205","Philipp Gross","physisch chemicus","Male","","Researcher",1899,1974,"",75
"Q6224579","John C. Ostlund","American politician","Male","United States of America","Politician",1927,2004,"",77
"Q42302306","Xavier Feuillant","French military personnel","Male","France","Military personnel",1842,1914,"",72
"Q12305282","Carl Koch","Danish priest","","Denmark","Religious figure",1860,1925,"",65
"Q5402807","Risto Kare","","Male","Finland","",1905,1982,"",77
"Q18705723","Victor Clough Rambo","American medical missionary and ophthalmologist","Male","","Ophthalmologist",1894,1987,"",93
"Q18879096","John Taylor","English author and librarian","Male","United Kingdom of Great Britain and Ireland","Librarian; author",1829,1893,"",64
"Q175184","Friedrich Eckenfelder","German painter (1861-1938)","Male","Germany","Artist",1861,1938,"",77
"Q12602886","송방용","South Korean politician","","South Korea","Politician",1913,2011,"",98
"Q857449","Robert of Auxerre","French historian","Male","","Monk; chronicler",1156,1212,"",56
"Q661174","Reinhold Sadler","American politician (1848-1906)","Male","United States of America","Politician",1848,1906,"",58
"Q11715912","Jadwiga Kucharska","polski etnograf i etnolog, profesor Uniwersytetu Łódzkiego","Female","Poland","",1922,1995,"",73
"Q1317800","Francesco Vettori","Italian diplomat","Male","","Researcher",1474,1539,"",65
"Q57246088","Henri Alexandre Frère","magistrat né le 09/11/1836 à Rouen","Male","","",1836,1903,"",67
"Q6249084","John Moir","American basketball player","Male","United States of America","Athlete",1915,1975,"",60
"Q18331883","Jack Gerson","British crime writer (1928-2012)","Male","United Kingdom","Artist",1928,2012,"",84
"Q5939505","Juan de Estrada Rávago y Añez","politician","Male","Spain","Politician",1505,1570,"",65
"Q5196771","Cuthbert Cary-Elwes","British missionary","Male","","Religious figure",1867,1945,"",78
"Q18603306","George Andries Roth","Dutch painter","Male","Netherlands","Artist",1809,1887,"",78
"Q4758317","Andrew Proudfit","American mayor","Male","United States of America","Politician",1820,1883,"",63
"Q3386091","Pierre Mandonnet","Belgian historian","Male","Belgium","Researcher",1858,1936,"",78
"Q7942446","Ryszard Klimaszewski","polski powstaniec","Male","Poland","",1923,1944,"",21
"Q113086","Christian Reithmann","Austrian watchmaker and inventor","Male","Austria","Watchmaker; inventor",1818,1909,"",91
"Q10304918","Jaime Aschemann Bispo Palhinha","Portuguese teacher","","Portugal","Researcher",1924,2001,"",77
"Q718141","Ng Teng Fong","Singaporean businessman","Male","Singapore","Entrepreneur",1928,2010,"",82
"Q5081181","Charles N. Agree","architect","Male","United States of America","Architect",1897,1982,"",85
"Q8273995","洪性榮","politician","","","Politician",1937,2018,"",81
"Q317360","Abdul Rahim Hatif","politician, former President of Afghanistan (1992)","Male","Afghanistan","Politician",1926,2013,"",87
"Q5885488","Gregorio Mimica Argote","","Male","Chile","",1950,1973,"",23
"Q3188980","Jules de Courtarvel","French politician","Male","France","Politician",1768,1841,"",73
"Q4719629","Alexander McNeill","Canadian politician","Male","Canada","Politician",1842,1932,"",90
"Q1317570","Peter Maaßen","deutscher Sportfunktionär, Präsident von Rot-Weiß Oberhausen","Male","Germany","Athlete",1913,1988,"",75
"Q57264773","Jadwiga Gronostajska","","Female","Poland","",1906,1995,"",89
"Q2966309","Christophe Jérôme Barthélemy Lapommeraye","French naturalist","Male","France","",1796,1869,"",73
"Q1605867","Henri Hanlet","cyclist","Male","Belgium","Athlete",1888,1964,"",76
"Q55988378","Grace Cooke","schrijfster uit Verenigd Koninkrijk van Groot-Brittannië en Ierland (1892-1979)","Female","United Kingdom; United Kingdom of Great Britain and Ireland","Artist",1892,1979,"",87
"Q31763467","Camillo Genovese","dichter","","","Artist",1755,1797,"",42
"Q56798501","Eva Auld Watson","American painter, printmaker, muralist, illustrator and bookbinder","Female","United States of America","Artist",1899,1948,"",49
"Q22258644","Louise Angélique Champigny","","Female","France","",1784,1839,"",55
"Q711673","Arthur Szyk","artist (1894-1951)","Male","United States of America; Poland","Artist",1894,1951,"",57
"Q2910035","Esther Vilenska","Israeli politician","Female","Israel","Politician",1918,1975,"",57
"Q521081","Louis-Hippolyte Lafontaine","Canadian politician (1807-1864)","Male","Canada","Politician",1807,1864,"",57
"Q35856809","Elena Meshkova","мать мецената Мешкова Н. В.","Female","","",1830,1899,"",69
"Q6521088","Lembit Sibul","Estonian humorist and stage actor","Male","Estonia","Artist",1947,2001,"",54
"Q28360848","Howell Roberts","poet, preacher and inventor","","","Artist",1840,1922,"",82
"Q1912585","Max Goldschmidt","German humorist","Male","Germany","Comedian",1864,1901,"",37
"Q286201","Émile Mayade","French racing driver","Male","France","Racing automobile driver",1853,1898,"",45
"Q19832429","Malcolm Lafargue","American lawyer","Male","United States of America","Lawyer",1908,1963,"",55
"Q11518090","Kenjirō Kinoshita","politicus","","","Politician",1869,1947,"",78
"Q55676057","Gabriel Lucas Woltersdorff","Besuch der Gymnasien in Kyritz, Wittstock und des Gymnasiums Graues Kloster in Berlin. Am 29.04.1711 an der Universität Halle immatrikuliert, Theologiestudium. 1713 in Brumby. Am 18.03.1716 ordiniert. 1716 Pfarrer in Berlin-Friedrichsfelde, 1735 2.","Male","","Pastor",1687,1762,"",75
"Q2579879","William Marks","American politician","Male","United States of America","Politician",1778,1858,"",80
"Q1348235","Ottaviano-Fabrizio Mossotti","Italian physicist (1791-1863)","Male","Kingdom of Italy","Researcher",1791,1863,"",72
"Q2789416","Pieter van de Venne","Dutch painter (1615-1657)","Male","Netherlands","Artist",1615,1657,"",42
"Q15453563","Hans Lemmel","German university teacher (1889-1975)","Male","Germany","Teacher",1889,1975,"",86
"Q21608554","Charles Joseph Antoine Schwilgué","botanist (1774-1808)","Male","","Researcher",1774,1808,"",34
"Q25492824","Nadia Hehuda","","Female","","",1883,1962,"",79
"Q7361290","Rollo Mainguy","Canadian admiral","Male","Canada","Naval officer",1901,1979,"",78
"Q46993527","Sir Henry Cholmeley","M, #223840, b. 1562, d. circa November 1620","Male","","",1562,1620,"",58
"Q15138762","Максимович, Анатолий Александрович","officier","Male","","Military personnel",1849,1919,"",70
"Q11410001","Makoto Hara","dokter asal Jepang","","Japan","Physician",1936,2009,"",73
"Q6122094","Saturnino Romero Chacón","maestru español","","Spain","",1941,2017,"",76
"Q21832717","Roger Prahin","Swiss basketball player (1923-2010)","Male","Switzerland","Athlete",1923,2010,"",87
"Q102622","Hermann Schussler","German civil-engineer","Male","Germany","Engineer",1842,1919,"",77
"Q2309883","James Small","South African rugby union footballer","Male","South Africa","Athlete",1969,2019,"natural causes",50
"Q7311774","Remi Nadeau","American historian","Male","United States of America","Researcher",1920,2016,"",96
"Q23620455","Douglas Vautin","cricketer (1896-1976)","Male","Australia","Athlete",1896,1976,"",80
"Q21544362","Karl August Thieme","German classical philologist and high school teacher","","","Teacher",1721,1795,"",74
"Q7250741","Bill Wylie","Canadian ice hockey centre","Male","Canada","Athlete",1928,1983,"",55
"Q5801519","Mårten Henriques","Swedish lawyer (1886-1974)","","Sweden","Lawyer",1886,1974,"",88
"Q909362","Sándor Doubravszky","Hongaars chemisch ingenieur (1938-2000)","Male","Hungary","Engineer",1938,2000,"",62
"Q1331836","Tiny Rowland","German-British businessman","Male","United Kingdom","Entrepreneur",1917,1998,"natural causes",81
"Q43295526","Bina Landau","Polish singer","","Poland","Artist",1925,1988,"",63
"Q5230420","David ''D'' Barron","Mexican drug trafficker","Male","Mexico","Drug trafficker",1963,1997,"",34
"Q4442431","Stefan Knežević","bishop","Male","","Religious figure",1806,1890,"",84
"Q76019359","Edward Marjoribanks","(1735-1815)","Male","","",1735,1815,"",80
"Q2573083","Wilhelm Heerwagen","organ builder","Male","Germany","Organ builder",1826,1875,"",49
"Q6221942","John Birch","British diplomat","Male","United Kingdom","Politician",1935,2020,"",85
"Q1413967","Filippo Randazzo","Italian painter (1692-1744)","Male","","Artist",1692,1744,"",52
"Q5930057","Hugh Blair Grigsby","American historian","Male","United States of America","Researcher",1806,1881,"",75
"Q6320693","Józef Wielhorski","Polish general","Male","France","Engineer",1759,1817,"",58
"Q25351745","George Connor","Australian politician","Male","Australia; United Kingdom of Great Britain and Ireland","Politician",1878,1941,"",63
"Q7965775","Walter Padbury","Australian pioneer","Male","Australia","",1820,1907,"",87
"Q10325159","Marcelo Schmidt","Brazilian politician","Male","Brazil","Politician",1861,1929,"",68
"Q21289585","Orlando Rouland","American painter","Male","United States of America","Artist",1871,1945,"",74
"Q5229474","Dave Niehaus","American sportscaster","Male","United States of America","Athlete",1935,2010,"natural causes",75
"Q7962852","Wallace Michael Ross","English organist","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Organist",1920,2010,"",90
"Q1461273","Friedrich Neubauer","German teacher","Male","Germany","Researcher",1861,1953,"",92
"Q1405071","Ferdinand Amelin","Austrian sculptor","Male","Austria","Artist",1868,1947,"",79
"Q8008989","William Ferguson","Australian politician","Male","Australia","Politician",1891,1961,"",70
"Q6026090","Martin Olsen","Norwegian association football player and bandy player (1920-1979)","","Norway","Athlete",1920,1979,"",59
"Q6904109","Montague Dawson","British painter","Male","United Kingdom; United Kingdom of Great Britain and Ireland","Artist",1890,1973,"",83
"Q114286","Barbara Prammer","politician from Austria (1954-2014)","Female","Austria","Politician",1954,2014,"natural causes",60
"Q12103034","Vadim Dyadichenko","Soviet historian","Male","Soviet Union","Researcher",1909,1973,"",64
"Q1607291","Henry Stephenson","British stage and film actor","Male","United Kingdom","Artist",1871,1956,"natural causes",85
"Q1346714","Hans-Jürgen Rehm","German university teacher","Male","Germany","Teacher",1927,2017,"",90
"Q1450952","François-Joseph-Victor Broussais","French physician","Male","France","Surgeon; pathologist",1772,1838,"natural causes",66
"Q5540413","George Hennessey","American baseball player","Male","United States of America","Athlete",1907,1988,"",81
"Q3616921","Angelo Carboni","Italian politician","Male","Italy; Kingdom of Italy","Politician",1891,1977,"",86
"Q56033336","John Hughs","Hughs, John, 1703-1771","Male","United Kingdom","",1703,1771,"",68
"Q56338100","Wladyslaw Piotrowski","fotograaf","Male","","Artist",1899,1997,"",98
"Q1525950","Giovanni Beltrame","Italian presbyter and missionary","Male","Kingdom of Italy","Religious figure",1824,1906,"",82
"Q775105","Aurel Stroe","Romanian composer","Male","Romania","Artist",1932,2008,"",76
"Q432795","John Edwards","American planter and statesman who player a key role in securing Kentucky statehood (1748-1837)","Male","United States of America","Politician",1748,1837,"",89
"Q6247404","John McBride","American labor union leader","Male","United States of America","Trade unionist",1854,1917,"",63
"Q20278341","Alexander Litaay","diplomaat","Male","","Politician",1948,2016,"",68
"Q949549","Joaquín Domínguez Bécquer","Spanish painter (1817-1879)","Male","Spain","Artist",1817,1879,"",62
"Q1313582","Georges Picot","French historian and lawyer","Male","France","Researcher",1838,1909,"",71
"Q16358791","Jānis Dzenis","łotewski oficer","Male","Latvia","Military personnel",1915,1984,"",69
"Q6221093","John Bathurst Deane","British writer and historian","Male","","Researcher",1797,1887,"",90
"Q20987297","John Sinclair","Mayor of Port Adelaide (1866-1869, 1873-1876)","Male","United Kingdom of Great Britain and Ireland","Politician",1819,1890,"",71
"Q4722541","Alfred Dickinson","Footballer (1914-1998)","Male","Wales","Athlete",1914,1998,"",84
"Q640135","Simon Zimny","French footballer (1927-2007)","Male","Poland; France","Athlete",1927,2007,"",80
"Q30302683","Fred Cogley","Irish sports journalist","Male","Ireland","Athlete",1934,2017,"",83
"Q16403970","Jaan Eigo","Estonian politician","Male","","Politician",1866,1946,"",80
"Q4706422","Alan Cousin","Scottish footballer (1938-2016)","Male","United Kingdom","Athlete",1938,2016,"",78
"Q55672230","Georges Maleville","Docteur en droit. - Maître des requêtes au Conseil d'État","Male","","",1914,2000,"",86
"Q3898383","Paweł Piasecki","Roman Catholic bishop","Male","Polish–Lithuanian Commonwealth","Researcher",1579,1649,"",70
"Q2089958","Petrus Luijtjes","Dutch painter (1818-1889)","Male","Kingdom of the Netherlands","Artist",1818,1889,"",71
"Q872914","Rudolf Swoboda","Austrian artist (1859-1914)","Male","Austria","Artist",1859,1914,"",55
"Q15456616","Kurt Steinhaus","German writer (1938-1991)","Male","Germany","Artist",1938,1991,"",53
"Q56695788","Ferdinand Itier","","Male","","",1861,1918,"",57
"Q6699015","Ludovik Mifsud Tommasi","Maltese poet","Male","Malta","Artist",1796,1879,"",83
"Q7791873","Thomas Lister","English Jesuit","Male","Kingdom of England","Religious figure",1559,1628,"",69
"Q4859424","Barbara Zatler","Danish celebrity","Female","Denmark","Artist",1980,2019,"",39
"Q12017080","František Hořava","Czech painter and sculptor (1906-1974)","Male","","Artist",1906,1974,"",68
"Q4669154","Abraham Robertson","British mathematician","Male","","Researcher",1751,1826,"",75
"Q18783564","Annie Betts","British apiculturist and expert on bee diseases","Female","United Kingdom","Researcher",1884,1961,"",77
"Q2837838","Luis Hernán Álvarez","Chilean footballer (1938-1991)","Male","Chile","Athlete",1938,1991,"natural causes",53
"Q22017310","Harry Bond","Australian rules footballer b1869","Male","","Athlete",1869,1946,"",77
"Q6063594","Leon Rappaport","Swedish writer","Male","Sweden","Researcher",1900,1986,"",86
"Q5746200","Karl Axel Fryxell","","Male","Sweden","",1873,1935,"",62
"Q5984334","Luis Seco de Lucena Escalada","schrijver uit Spanje (1857-1941)","Male","Spain","Artist",1857,1941,"",84
"Q5340104","Edna Woolman Chase","Magazine editor","Female","","Journalist",1877,1957,"natural causes",80
"Q61474056","Antonio Calergi","author (18th century)","Male","","Artist",1701,1800,"",99
"Q15066429","Mihails Jermolajevs","Russian politician","","Russian Empire","Politician",1881,1919,"",38
"Q7381834","Russell Trood","Australian politician and academic","Male","Australia","Politician",1948,2017,"natural causes",69
"Q18911359","William Edward Fothergill","British physician (1865-1926)","Male","","Artist",1865,1926,"",61
"Q97110","Ludwig Eichholz","German politician and teacher (1903-1964)","Male","Germany","Politician",1903,1964,"",61
"Q7945813","William Mathew Hodgkins","New Zealand painter and lawyer (1833-1898)","Male","New Zealand","Artist",1833,1898,"",65
"Q5650315","Hans Koch","SS non-commissioned officer","Male","Germany","Military personnel",1912,1955,"",43
"Q1279374","Kenzo Okada","American artist (1902-1982)","Male","United States of America","Artist",1902,1982,"",80
"Q7405154","Sally Hacker","American sociologist","Female","","Sociologist",1936,1988,"natural causes",52
"Q13500844","Roman Wielgosz","Polish sportsperson","Male","Poland","Athlete",1920,1988,"",68
"Q3159527","Jacques Mauran","French rugby union player","Male","France","Athlete",1929,2014,"",85
